symbol,first_seen,last_seen,days_with_data,continuous_history,active_days_90,median_turnover_90d,median_volume_90d,median_close_90d,pure_equity_flag,excluded_reason,sector_guess,sector_confidence,sector_source,selected_v2_candidate,notes
NICGF,2021-09-01,2025-03-09,1146,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NICLBSLP,2021-11-25,2022-10-12,29,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NICLPO,2021-12-22,2025-02-10,34,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NIFRAP,2024-06-02,2025-07-20,8,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NIFRAUR85/86,2023-03-15,2025-12-15,206,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NILPO,2024-06-23,2025-10-08,2,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NLBBL,2021-09-01,2024-03-12,834,True,0,0.00,0.00,0.00,True,,MICROFINANCE,medium,pattern:LBBL?$,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NLBBLP,2022-04-21,2024-02-10,8,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NMBHF1,2021-09-01,2023-10-15,641,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NMBPO,2021-11-15,2025-10-18,67,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
NMFBSP,2022-01-03,2026-01-04,52,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NRICP,2023-12-07,2024-05-13,16,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
NSLB,2021-09-01,2023-07-15,589,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
NSLBP,2022-04-05,2023-06-21,2,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
PFLPO,2022-07-29,2025-06-25,3,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PIC,2021-09-01,2023-02-28,326,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
PICL,2021-09-01,2023-05-09,527,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
PICLPO,2021-11-25,2023-01-25,6,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PICPO,2022-04-25,2022-05-10,2,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PLI,2021-09-01,2023-07-15,428,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
PLIC,2021-09-01,2023-05-08,278,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
PLICPO,2021-12-26,2022-04-26,4,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
PRINPO,2021-11-22,2022-03-30,4,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
RHPC,2021-09-01,2021-11-07,5,True,0,0.00,0.00,0.00,True,,HYDROPOWER,medium,pattern:HPC$,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
RLI,2021-09-01,2023-03-22,338,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
RMDC,2021-09-01,2023-07-08,520,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
RMDCPO,2022-05-05,2022-07-26,4,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
RRHP,2021-09-01,2021-11-07,5,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
RSDCP,2022-09-29,2023-12-03,15,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
RULB,2022-03-13,2023-07-15,461,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SABSL,2021-09-01,2024-07-13,956,True,0,0.00,0.00,0.00,True,,MICROFINANCE,medium,pattern:BSL$,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SABSLP,2023-02-09,2023-02-11,3,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SADBLP,2021-11-18,2025-09-07,75,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SAEF,2021-09-01,2024-12-22,1107,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SALICOPO,2024-02-22,2024-08-24,13,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SAMAJ,2023-07-17,2025-10-18,739,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SAPDBLP,2022-02-23,2025-07-28,15,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SBBLPO,2022-03-02,2022-07-05,7,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SBLD2082,2021-09-01,2026-01-06,314,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SBLPO,2021-11-15,2025-09-07,66,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SDLBSL,2021-09-01,2024-07-13,956,True,0,0.00,0.00,0.00,True,,MICROFINANCE,medium,pattern:LBSL?$,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SDLBSLP,2023-10-09,2024-03-02,7,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SGI,2021-09-01,2022-07-13,241,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SGICP,2025-01-27,2025-05-20,24,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SHINEP,2021-09-01,2025-05-10,60,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SIC,2021-09-01,2023-03-12,287,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SICLPO,2022-01-30,2025-02-08,7,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SICPO,2021-11-18,2021-11-20,3,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SIFCPO,2023-01-25,2026-01-05,10,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SIL,2021-09-01,2023-02-28,331,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SJLICP,2023-03-02,2025-01-06,8,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SKBBLP,2023-10-04,2025-04-07,16,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SLI,2021-11-03,2023-03-22,341,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SLICL,2021-09-01,2022-06-23,232,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SLICLP,2021-12-01,2022-03-21,4,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SMATAP,2022-06-21,2025-11-11,13,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SMBPO,2022-04-13,2025-04-09,15,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SMFBSP,2023-05-09,2023-05-09,1,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SMFDB,2021-09-01,2023-07-15,533,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SMFDBP,2021-11-25,2023-04-26,27,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SMPDAP,2025-02-17,2025-11-15,5,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
SPILPO,2024-02-20,2024-07-14,5,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SRBL,2021-09-01,2023-07-15,594,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
SRBLPO,2021-12-28,2022-07-21,4,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SRD80,2021-11-08,2024-05-11,171,False,0,0.00,0.00,0.00,False,debenture_pattern,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
SWBBLP,2021-12-07,2024-08-06,9,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
UAILPO,2024-06-25,2025-10-14,5,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
UIC,2021-09-01,2023-05-27,545,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
UICPO,2022-01-02,2022-04-19,2,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
ULI,2021-09-01,2023-05-08,278,True,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY
UNLBP,2024-10-02,2025-04-01,7,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
USLBP,2023-08-30,2023-09-02,4,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
VLBSPO,2022-10-10,2025-07-13,26,False,0,0.00,0.00,0.00,False,promoter_share,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED
WNLBP,2025-05-08,2025-10-13,7,False,0,0.00,0.00,0.00,True,,UNKNOWN,low,unclassified,False,SECTOR_UNVERIFIED;LOW_ACTIVITY;POST_2021_LISTING
